ORF,AA13vAA17_3D7,AA13vAS15_3D7,AA13vAS16_3D7,AA17vAS15_3D7,AA17vAS16_3D7,AS15vAS16_3D7,AAvAS_mean
PF3D7_0724200,1.383567411480516,1.8006440600069364,3.4044350319953036,1.281621510593396,3.5246191731405347,3.2515244285273237,2.5028299439340427
PF3D7_1432100,1.0448312722175703,1.2838045813664187,3.2037018911757644,1.8084414689004904,3.743934988572902,2.6215517216340345,2.509970732503894
PF3D7_0519800,1.46270531226515,1.6585530831148614,3.759482313534909,0.646575088453516,3.999930038749055,3.725319319269902,2.516135130963085
PF3D7_1211800,1.0744380855740685,1.5285552401355549,3.4544889950784152,1.5447878663991141,3.543239165010257,3.0386869051310015,2.5177678166558355
PF3D7_1317200,1.0678082639976567,1.8388212120086351,3.18463935696468,1.6882949248788808,3.408512840245147,2.3232002704998025,2.530067083524336
PF3D7_0722700,1.5011404500100498,2.3290505678084363,3.4144257021523208,1.746245732389195,2.63553940250858,2.7225010283133826,2.5313153512146327
PF3D7_1205500,1.5121285112495164,2.4911216304059614,2.5817891745845616,2.269818139050108,2.7859228311434707,2.5419683081298565,2.532162943796025
PF3D7_0309500,1.5788914207974305,1.5524405545716309,3.739058307446233,1.2957100055800062,3.562458527180405,2.8624117840546144,2.5374168486945687
PF3D7_1321700,1.123218371449658,1.215499732123686,3.8204592348071698,0.9197445032302656,4.199457397653462,3.9035256150110715,2.538790216953646
PF3D7_1002200,1.2402682675469368,1.793396679495426,3.381488805487356,1.4750173752012523,3.5159748800167967,2.571045880344141,2.541469435050208
PF3D7_1470700,1.4050468717645568,1.9374760044717176,3.244363170032792,1.4638119510698238,3.5549203806317617,2.48665969038672,2.550142876551524
PF3D7_1467700,1.5843327114805497,1.6036274027048778,3.1053091546006564,1.612419129696047,3.8842089932149015,4.212797433915736,2.5513911700541207
PF3D7_1132700,1.380244830539937,1.99733358628636,3.5402974545680843,1.5173617503674226,3.15132741573421,3.2934830946783498,2.5515800517390197
PF3D7_0934600,1.5590279953071833,2.2260193869501683,3.3606791974530665,1.3613939534024708,3.301844034060378,2.41329698830136,2.5624841429665213
